acute,aftercare,age,agent,alc,alcoholic,alive,ami,arrhythmia,back,biliary,bowel,breast,bypass,card,cardiac,cardiovasc,cardiovascular,cath,catheterization,cc,cerebral,chest,chronic,circ,circulatory,cirr,cirrhosis,coma,comorbidities,comp,complic,complication,conduction,connective,contusion,coronary,cva,device,diagnosis,digestive,discharged,disease,disord,disorder,disseminated,drug,duodenal,dx,ecmo,edema,effect,effusion,embolism,endocrine,esophageal,exc,except,expired,extensive,extremity,face,failure,femur,fracture,gallbladder,genitourinary,gi,head,heart,hemorrhage,hepa,hepatic,hepatitis,hip,hiv,hour,hr,including,infarct,infarction,infection,infectious,injury,intestinal,intracranial,ischemic,joint,kidney,large,leukemia,liver,long,lower,lymphoma,maj,major,malfunction,malig,malignancy,mcc,mechanical,medical,medicinal,minor,mouth,multiple,musculoskeletal,mv,myocardial,neck,neoplasm,obstruction,obstructive,occulusion,open,orthopedic,parasitic,pdx,perc,percutaneous,pleural,pleurisy,pneumonia,poisoning,precerebral,principal,problem,proc,procedure,pulmonary,reaction,reattachment,renal,replacement,resp,respiratory,sepsis,septicemia,severe,shock,sign,significant,simple,skin,small,stent,stomach,stupor,subcut,subcutaneous,support,symptom,system,term,tiss,tissue,toxic,trach,tracheostomy,tract,trauma,traumatic,unrelated,ureter,urinary,vascular,ventilation,ventilator,wound
0.09077373972805168,0.007564478310670974,0.02269343493201292,0.007564478310670974,0.015128956621341947,0.02269343493201292,0.007564478310670974,0.03782239155335487,0.02269343493201292,0.02269343493201292,0.04538686986402584,0.02269343493201292,0.007564478310670974,0.02269343493201292,0.007564478310670974,0.07564478310670975,0.02269343493201292,0.030257913242683895,0.030257913242683895,0.015128956621341947,0.052951348174696815,0.02269343493201292,0.015128956621341947,0.04538686986402584,0.015128956621341947,0.06051582648536779,0.015128956621341947,0.02269343493201292,0.09077373972805168,0.015128956621341947,0.007564478310670974,0.015128956621341947,0.030257913242683895,0.02269343493201292,0.007564478310670974,0.015128956621341947,0.02269343493201292,0.030257913242683895,0.03782239155335487,0.18154747945610336,0.030257913242683895,0.007564478310670974,0.12859613128140657,0.015128956621341947,0.21936987100945823,0.18154747945610336,0.007564478310670974,0.06051582648536779,0.007564478310670974,0.007564478310670974,0.04538686986402584,0.007564478310670974,0.007564478310670974,0.02269343493201292,0.02269343493201292,0.08320926141738072,0.03782239155335487,0.052951348174696815,0.015128956621341947,0.052951348174696815,0.007564478310670974,0.02269343493201292,0.13616060959207754,0.015128956621341947,0.015128956621341947,0.030257913242683895,0.015128956621341947,0.007564478310670974,0.030257913242683895,0.08320926141738072,0.06051582648536779,0.015128956621341947,0.030257913242683895,0.02269343493201292,0.030257913242683895,0.03782239155335487,0.18911195776677434,0.07564478310670975,0.03782239155335487,0.030257913242683895,0.08320926141738072,0.2269343493201292,0.06808030479603877,0.015128956621341947,0.015128956621341947,0.030257913242683895,0.015128956621341947,0.03782239155335487,0.07564478310670975,0.02269343493201292,0.03782239155335487,0.07564478310670975,0.04538686986402584,0.007564478310670974,0.03782239155335487,0.02269343493201292,0.1512895662134195,0.03782239155335487,0.015128956621341947,0.03782239155335487,0.4009173504655616,0.04538686986402584,0.007564478310670974,0.007564478310670974,0.015128956621341947,0.02269343493201292,0.015128956621341947,0.007564478310670974,0.1134671746600646,0.06051582648536779,0.03782239155335487,0.04538686986402584,0.02269343493201292,0.04538686986402584,0.030257913242683895,0.015128956621341947,0.007564478310670974,0.06808030479603877,0.02269343493201292,0.015128956621341947,0.04538686986402584,0.007564478310670974,0.007564478310670974,0.06808030479603877,0.015128956621341947,0.030257913242683895,0.007564478310670974,0.007564478310670974,0.06051582648536779,0.40848182877623257,0.1134671746600646,0.03782239155335487,0.007564478310670974,0.02269343493201292,0.030257913242683895,0.007564478310670974,0.1966764360774453,0.09077373972805168,0.2723212191841551,0.09077373972805168,0.02269343493201292,0.015128956621341947,0.015128956621341947,0.007564478310670974,0.02269343493201292,0.02269343493201292,0.015128956621341947,0.06051582648536779,0.015128956621341947,0.007564478310670974,0.015128956621341947,0.10590269634939363,0.015128956621341947,0.18154747945610336,0.04538686986402584,0.007564478310670974,0.02269343493201292,0.007564478310670974,0.02269343493201292,0.04538686986402584,0.1134671746600646,0.07564478310670975,0.015128956621341947,0.007564478310670974,0.007564478310670974,0.06808030479603877,0.007564478310670974,0.04538686986402584,0.10590269634939363,0.015128956621341947
